Entity,Code,Year,Solar (% equivalent primary energy)
Asia Pacific (BP),,1981,0
Asia Pacific (BP),,1982,0
Asia Pacific (BP),,1983,0
Asia Pacific (BP),,1984,0
Asia Pacific (BP),,1985,0
Asia Pacific (BP),,1986,0
Asia Pacific (BP),,1987,0
Asia Pacific (BP),,1988,0
Asia Pacific (BP),,1989,0
Asia Pacific (BP),,1990,0.0000559153
Asia Pacific (BP),,1991,0.00012627768
Asia Pacific (BP),,1992,0.00035249308
Asia Pacific (BP),,1993,0.00052286196
Asia Pacific (BP),,1994,0.00061447057
Asia Pacific (BP),,1995,0.0007730689
Asia Pacific (BP),,1996,0.0010254786
Asia Pacific (BP),,1997,0.0014900826
Asia Pacific (BP),,1998,0.002060296
Asia Pacific (BP),,1999,0.0028027475
Asia Pacific (BP),,2000,0.0040397956
Asia Pacific (BP),,2001,0.0055178874
Asia Pacific (BP),,2002,0.0071229604
Asia Pacific (BP),,2003,0.008801314
Asia Pacific (BP),,2004,0.010437654
Asia Pacific (BP),,2005,0.0121816145
Asia Pacific (BP),,2006,0.014139537
Asia Pacific (BP),,2007,0.015869422
Asia Pacific (BP),,2008,0.018573763
Asia Pacific (BP),,2009,0.02375475
Asia Pacific (BP),,2010,0.03409765
Asia Pacific (BP),,2011,0.058170594
Asia Pacific (BP),,2012,0.08074573
Asia Pacific (BP),,2013,0.14410746
Asia Pacific (BP),,2014,0.27100244
Asia Pacific (BP),,2015,0.40203193
Asia Pacific (BP),,2016,0.5800181
Asia Pacific (BP),,2017,0.86708546
Asia Pacific (BP),,2018,1.1667352
Asia Pacific (BP),,2019,1.427039
Asia Pacific (BP),,2020,1.7189497
Asia Pacific (BP),,2021,2.0105531
Australia,AUS,1965,0
Australia,AUS,1966,0
Australia,AUS,1967,0
Australia,AUS,1968,0
Australia,AUS,1969,0
Australia,AUS,1970,0
Australia,AUS,1971,0
Australia,AUS,1972,0
Australia,AUS,1973,0
Australia,AUS,1974,0
Australia,AUS,1975,0
Australia,AUS,1976,0
Australia,AUS,1977,0
Australia,AUS,1978,0
Australia,AUS,1979,0
Australia,AUS,1980,0
Australia,AUS,1981,0
Australia,AUS,1982,0
Australia,AUS,1983,0
Australia,AUS,1984,0
Australia,AUS,1985,0
Australia,AUS,1986,0
Australia,AUS,1987,0
Australia,AUS,1988,0
Australia,AUS,1989,0
Australia,AUS,1990,0
Australia,AUS,1991,0.0015713469
Australia,AUS,1992,0.0034331074
Australia,AUS,1993,0.004057215
Australia,AUS,1994,0.004654296
Australia,AUS,1995,0.0054180315
Australia,AUS,1996,0.0063712257
Australia,AUS,1997,0.0074453754
Australia,AUS,1998,0.008446305
Australia,AUS,1999,0.009253798
Australia,AUS,2000,0.010590934
Australia,AUS,2001,0.012093879
Australia,AUS,2002,0.0126825925
Australia,AUS,2003,0.013468503
Australia,AUS,2004,0.014967943
Australia,AUS,2005,0.017064556
Australia,AUS,2006,0.01886183
Australia,AUS,2007,0.021354998
Australia,AUS,2008,0.02553688
Australia,AUS,2009,0.053695828
Australia,AUS,2010,0.17984296
Australia,AUS,2011,0.36254582
Australia,AUS,2012,0.43144733
Australia,AUS,2013,0.67549014
Australia,AUS,2014,0.8583198
Australia,AUS,2015,1.0430601
Australia,AUS,2016,1.240174
Australia,AUS,2017,1.4830128
Australia,AUS,2018,2.0125694
Australia,AUS,2019,2.8727212
Australia,AUS,2020,3.9293382
Australia,AUS,2021,5.1371794
Austria,AUT,1965,0
Austria,AUT,1966,0
Austria,AUT,1967,0
Austria,AUT,1968,0
Austria,AUT,1969,0
Austria,AUT,1970,0
Austria,AUT,1971,0
Austria,AUT,1972,0
Austria,AUT,1973,0
Austria,AUT,1974,0
Austria,AUT,1975,0
Austria,AUT,1976,0
Austria,AUT,1977,0
Austria,AUT,1978,0
Austria,AUT,1979,0
Austria,AUT,1980,0
Austria,AUT,1981,0
Austria,AUT,1982,0
Austria,AUT,1983,0
Austria,AUT,1984,0
Austria,AUT,1985,0
Austria,AUT,1986,0
Austria,AUT,1987,0
Austria,AUT,1988,0
Austria,AUT,1989,0
Austria,AUT,1990,0
Austria,AUT,1991,0
Austria,AUT,1992,0
Austria,AUT,1993,0.0008361936
Austria,AUT,1994,0.00084134325
Austria,AUT,1995,0.00080223364
Austria,AUT,1996,0.00080120005
Austria,AUT,1997,0.0015766482
Austria,AUT,1998,0.0015517782
Austria,AUT,1999,0.0015173523
Austria,AUT,2000,0.0022638105
Austria,AUT,2001,0.003624952
Austria,AUT,2002,0.0064722486
Austria,AUT,2003,0.010603667
Austria,AUT,2004,0.012412875
Austria,AUT,2005,0.014155443
Austria,AUT,2006,0.015140214
Austria,AUT,2007,0.016642988
Austria,AUT,2008,0.020161616
Austria,AUT,2009,0.03358211
Austria,AUT,2010,0.058682047
Austria,AUT,2011,0.12207817
Austria,AUT,2012,0.22344941
Austria,AUT,2013,0.41479012
Austria,AUT,2014,0.53879297
Austria,AUT,2015,0.6384205
Austria,AUT,2016,0.71822053
Austria,AUT,2017,0.8086372
Austria,AUT,2018,0.943997
Austria,AUT,2019,1.0477524
Austria,AUT,2020,1.3402594
Austria,AUT,2021,1.3500032
Azerbaijan,AZE,1990,0
Azerbaijan,AZE,1991,0
Azerbaijan,AZE,1992,0
Azerbaijan,AZE,1993,0
Azerbaijan,AZE,1994,0
Azerbaijan,AZE,1995,0
Azerbaijan,AZE,1996,0
Azerbaijan,AZE,1997,0
Azerbaijan,AZE,1998,0
Azerbaijan,AZE,1999,0
Azerbaijan,AZE,2000,0
Azerbaijan,AZE,2001,0
Azerbaijan,AZE,2002,0
Azerbaijan,AZE,2003,0
Azerbaijan,AZE,2004,0
Azerbaijan,AZE,2005,0
Azerbaijan,AZE,2006,0
Azerbaijan,AZE,2007,0
Azerbaijan,AZE,2008,0
Azerbaijan,AZE,2009,0
Azerbaijan,AZE,2010,0
Azerbaijan,AZE,2011,0
Azerbaijan,AZE,2012,0
Azerbaijan,AZE,2013,0.001417802
Azerbaijan,AZE,2014,0.0050175292
Azerbaijan,AZE,2015,0.0072310963
Azerbaijan,AZE,2016,0.05567471
Azerbaijan,AZE,2017,0.059466675
Azerbaijan,AZE,2018,0.060636796
Azerbaijan,AZE,2019,0.06449285
Azerbaijan,AZE,2020,0.06958649
Azerbaijan,AZE,2021,0.07882303
Bangladesh,BGD,1971,0
Bangladesh,BGD,1972,0
Bangladesh,BGD,1973,0
Bangladesh,BGD,1974,0
Bangladesh,BGD,1975,0
Bangladesh,BGD,1976,0
Bangladesh,BGD,1977,0
Bangladesh,BGD,1978,0
Bangladesh,BGD,1979,0
Bangladesh,BGD,1980,0
Bangladesh,BGD,1981,0
Bangladesh,BGD,1982,0
Bangladesh,BGD,1983,0
Bangladesh,BGD,1984,0
Bangladesh,BGD,1985,0
Bangladesh,BGD,1986,0
Bangladesh,BGD,1987,0
Bangladesh,BGD,1988,0
Bangladesh,BGD,1989,0
Bangladesh,BGD,1990,0
Bangladesh,BGD,1991,0
Bangladesh,BGD,1992,0
Bangladesh,BGD,1993,0
Bangladesh,BGD,1994,0
Bangladesh,BGD,1995,0
Bangladesh,BGD,1996,0
Bangladesh,BGD,1997,0
Bangladesh,BGD,1998,0
Bangladesh,BGD,1999,0
Bangladesh,BGD,2000,0
Bangladesh,BGD,2001,0
Bangladesh,BGD,2002,0.00018171086
Bangladesh,BGD,2003,0.0015348764
Bangladesh,BGD,2004,0.0031098444
Bangladesh,BGD,2005,0.005123462
Bangladesh,BGD,2006,0.007471661
Bangladesh,BGD,2007,0.012092078
Bangladesh,BGD,2008,0.019183535
Bangladesh,BGD,2009,0.028650079
Bangladesh,BGD,2010,0.049077056
Bangladesh,BGD,2011,0.059171308
Bangladesh,BGD,2012,0.08551355
Bangladesh,BGD,2013,0.11757772
Bangladesh,BGD,2014,0.14468744
Bangladesh,BGD,2015,0.146962
Bangladesh,BGD,2016,0.15931898
Bangladesh,BGD,2017,0.17552204
Bangladesh,BGD,2018,0.17885798
Bangladesh,BGD,2019,0.1907694
Bangladesh,BGD,2020,0.23347098
Bangladesh,BGD,2021,0.25673142
Belarus,BLR,1990,0
Belarus,BLR,1991,0
Belarus,BLR,1992,0
Belarus,BLR,1993,0
Belarus,BLR,1994,0
Belarus,BLR,1995,0
Belarus,BLR,1996,0
Belarus,BLR,1997,0
Belarus,BLR,1998,0
Belarus,BLR,1999,0
Belarus,BLR,2000,0
Belarus,BLR,2001,0
Belarus,BLR,2002,0
Belarus,BLR,2003,0
Belarus,BLR,2004,0
Belarus,BLR,2005,0
Belarus,BLR,2006,0
Belarus,BLR,2007,0
Belarus,BLR,2008,0
Belarus,BLR,2009,0
Belarus,BLR,2010,0
Belarus,BLR,2011,0
Belarus,BLR,2012,0
Belarus,BLR,2013,0.000369337
Belarus,BLR,2014,0.0018365068
Belarus,BLR,2015,0.009081369
Belarus,BLR,2016,0.025510399
Belarus,BLR,2017,0.085239775
Belarus,BLR,2018,0.101608805
Belarus,BLR,2019,0.1527846
Belarus,BLR,2020,0.15568201
Belarus,BLR,2021,0.24279413
Belgium,BEL,1965,0
Belgium,BEL,1966,0
Belgium,BEL,1967,0
Belgium,BEL,1968,0
Belgium,BEL,1969,0
Belgium,BEL,1970,0
Belgium,BEL,1971,0
Belgium,BEL,1972,0
Belgium,BEL,1973,0
Belgium,BEL,1974,0
Belgium,BEL,1975,0
Belgium,BEL,1976,0
Belgium,BEL,1977,0
Belgium,BEL,1978,0
Belgium,BEL,1979,0
Belgium,BEL,1980,0
Belgium,BEL,1981,0
Belgium,BEL,1982,0
Belgium,BEL,1983,0
Belgium,BEL,1984,0
Belgium,BEL,1985,0
Belgium,BEL,1986,0
Belgium,BEL,1987,0
Belgium,BEL,1988,0
Belgium,BEL,1989,0
Belgium,BEL,1990,0
Belgium,BEL,1991,0
Belgium,BEL,1992,0
Belgium,BEL,1993,0
Belgium,BEL,1994,0
Belgium,BEL,1995,0
Belgium,BEL,1996,0
Belgium,BEL,1997,0
Belgium,BEL,1998,0
Belgium,BEL,1999,0
Belgium,BEL,2000,0
Belgium,BEL,2001,0
Belgium,BEL,2002,0
Belgium,BEL,2003,0
Belgium,BEL,2004,0.00037782022
Belgium,BEL,2005,0.00037839488
Belgium,BEL,2006,0.0007510071
Belgium,BEL,2007,0.00222304
Belgium,BEL,2008,0.015214301
Belgium,BEL,2009,0.06390178
Belgium,BEL,2010,0.20101435
Belgium,BEL,2011,0.44627005
Belgium,BEL,2012,0.8500622
Belgium,BEL,2013,1.0120784
Belgium,BEL,2014,1.1813772
Belgium,BEL,2015,1.2267551
Belgium,BEL,2016,1.1454145
Belgium,BEL,2017,1.2033376
Belgium,BEL,2018,1.4224912
Belgium,BEL,2019,1.4956864
Belgium,BEL,2020,1.9815283
Belgium,BEL,2021,1.9378928
Brazil,BRA,1965,0
Brazil,BRA,1966,0
Brazil,BRA,1967,0
Brazil,BRA,1968,0
Brazil,BRA,1969,0
Brazil,BRA,1970,0
Brazil,BRA,1971,0
Brazil,BRA,1972,0
Brazil,BRA,1973,0
Brazil,BRA,1974,0
Brazil,BRA,1975,0
Brazil,BRA,1976,0
Brazil,BRA,1977,0
Brazil,BRA,1978,0
Brazil,BRA,1979,0
Brazil,BRA,1980,0
Brazil,BRA,1981,0
Brazil,BRA,1982,0
Brazil,BRA,1983,0
Brazil,BRA,1984,0
Brazil,BRA,1985,0
Brazil,BRA,1986,0
Brazil,BRA,1987,0
Brazil,BRA,1988,0
Brazil,BRA,1989,0
Brazil,BRA,1990,0
Brazil,BRA,1991,0
Brazil,BRA,1992,0
Brazil,BRA,1993,0
Brazil,BRA,1994,0
Brazil,BRA,1995,0
Brazil,BRA,1996,0
Brazil,BRA,1997,0
Brazil,BRA,1998,0
Brazil,BRA,1999,0
Brazil,BRA,2000,0
Brazil,BRA,2001,0
Brazil,BRA,2002,0
Brazil,BRA,2003,0
Brazil,BRA,2004,0
Brazil,BRA,2005,0
Brazil,BRA,2006,0
Brazil,BRA,2007,0
Brazil,BRA,2008,0
Brazil,BRA,2009,0
Brazil,BRA,2010,0
Brazil,BRA,2011,0
Brazil,BRA,2012,0.00008043948
Brazil,BRA,2013,0.0003779034
Brazil,BRA,2014,0.0012321046
Brazil,BRA,2015,0.0046073804
Brazil,BRA,2016,0.006778563
Brazil,BRA,2017,0.06503355
Brazil,BRA,2018,0.26798302
Brazil,BRA,2019,0.5029592
Brazil,BRA,2020,0.84678334
Brazil,BRA,2021,1.2558651
Bulgaria,BGR,1965,0
Bulgaria,BGR,1966,0
Bulgaria,BGR,1967,0
Bulgaria,BGR,1968,0
Bulgaria,BGR,1969,0
Bulgaria,BGR,1970,0
Bulgaria,BGR,1971,0
Bulgaria,BGR,1972,0
Bulgaria,BGR,1973,0
Bulgaria,BGR,1974,0
Bulgaria,BGR,1975,0
Bulgaria,BGR,1976,0
Bulgaria,BGR,1977,0
Bulgaria,BGR,1978,0
Bulgaria,BGR,1979,0
Bulgaria,BGR,1980,0
Bulgaria,BGR,1981,0
Bulgaria,BGR,1982,0
Bulgaria,BGR,1983,0
Bulgaria,BGR,1984,0
Bulgaria,BGR,1985,0
Bulgaria,BGR,1986,0
Bulgaria,BGR,1987,0
Bulgaria,BGR,1988,0
Bulgaria,BGR,1989,0
Bulgaria,BGR,1990,0
Bulgaria,BGR,1991,0
Bulgaria,BGR,1992,0
Bulgaria,BGR,1993,0
Bulgaria,BGR,1994,0
Bulgaria,BGR,1995,0
Bulgaria,BGR,1996,0
Bulgaria,BGR,1997,0
Bulgaria,BGR,1998,0
Bulgaria,BGR,1999,0
Bulgaria,BGR,2000,0
Bulgaria,BGR,2001,0
Bulgaria,BGR,2002,0
Bulgaria,BGR,2003,0
Bulgaria,BGR,2004,0
Bulgaria,BGR,2005,0
Bulgaria,BGR,2006,0
Bulgaria,BGR,2007,0
Bulgaria,BGR,2008,0
Bulgaria,BGR,2009,0.0041411086
Bulgaria,BGR,2010,0.019719703
Bulgaria,BGR,2011,0.124206744
Bulgaria,BGR,2012,1.047643
Bulgaria,BGR,2013,1.8796792
Bulgaria,BGR,2014,1.6093578
Bulgaria,BGR,2015,1.6620325
Bulgaria,BGR,2016,1.7482562
Bulgaria,BGR,2017,1.7213968
Bulgaria,BGR,2018,1.6324548
Bulgaria,BGR,2019,1.8095771
Bulgaria,BGR,2020,2.0062544
Bulgaria,BGR,2021,1.7911069
CIS (BP),,1965,0
CIS (BP),,1990,0
CIS (BP),,1991,0
CIS (BP),,1992,0
CIS (BP),,1993,0
CIS (BP),,1994,0
CIS (BP),,1995,0
CIS (BP),,1996,0
CIS (BP),,1997,0
CIS (BP),,1998,0
CIS (BP),,1999,0
CIS (BP),,2000,0
CIS (BP),,2001,0
CIS (BP),,2002,0
CIS (BP),,2003,0
CIS (BP),,2004,0
CIS (BP),,2005,0
CIS (BP),,2006,0
CIS (BP),,2007,0
CIS (BP),,2008,0
CIS (BP),,2009,2.1773675e-7
CIS (BP),,2010,0.0000067771666
CIS (BP),,2011,0.000048987793
CIS (BP),,2012,0.00016778964
CIS (BP),,2013,0.0005036712
CIS (BP),,2014,0.004679959
CIS (BP),,2015,0.010950378
CIS (BP),,2016,0.016681671
CIS (BP),,2017,0.020144468
CIS (BP),,2018,0.023200614
CIS (BP),,2019,0.04100371
CIS (BP),,2020,0.08577152
CIS (BP),,2021,0.09588507
Canada,CAN,1965,0
Canada,CAN,1966,0
Canada,CAN,1967,0
Canada,CAN,1968,0
Canada,CAN,1969,0
Canada,CAN,1970,0
Canada,CAN,1971,0
Canada,CAN,1972,0
Canada,CAN,1973,0
Canada,CAN,1974,0
Canada,CAN,1975,0
Canada,CAN,1976,0
Canada,CAN,1977,0
Canada,CAN,1978,0
Canada,CAN,1979,0
Canada,CAN,1980,0
Canada,CAN,1981,0
Canada,CAN,1982,0
Canada,CAN,1983,0
Canada,CAN,1984,0
Canada,CAN,1985,0
Canada,CAN,1986,0
Canada,CAN,1987,0
Canada,CAN,1988,0
Canada,CAN,1989,0
Canada,CAN,1990,0
Canada,CAN,1991,0
Canada,CAN,1992,0.0001961274
Canada,CAN,1993,0.00019129939
Canada,CAN,1994,0.00018427888
Canada,CAN,1995,0.00033593999
Canada,CAN,1996,0.00050213764
Canada,CAN,1997,0.00058877433
Canada,CAN,1998,0.00086834177
Canada,CAN,1999,0.0011044745
Canada,CAN,2000,0.0013312428
Canada,CAN,2001,0.001610227
Canada,CAN,2002,0.0017968575
Canada,CAN,2003,0.0017809713
Canada,CAN,2004,0.0010907815
Canada,CAN,2005,0.001283279
Canada,CAN,2006,0.0015840593
Canada,CAN,2007,0.0018773943
Canada,CAN,2008,0.0025417854
Canada,CAN,2009,0.008187654
Canada,CAN,2010,0.018889913
Canada,CAN,2011,0.04047138
Canada,CAN,2012,0.061776057
Canada,CAN,2013,0.10202179
Canada,CAN,2014,0.1430604
Canada,CAN,2015,0.19292669
Canada,CAN,2016,0.2708632
Canada,CAN,2017,0.2348336
Canada,CAN,2018,0.2459769
Canada,CAN,2019,0.26462185
Canada,CAN,2020,0.29278252
Canada,CAN,2021,0.3489035
Central America (BP),,1971,0
Central America (BP),,1972,0
Central America (BP),,1973,0
Central America (BP),,1974,0
Central America (BP),,1975,0
Central America (BP),,1976,0
Central America (BP),,1977,0
Central America (BP),,1978,0
Central America (BP),,1979,0
Central America (BP),,1980,0
Central America (BP),,1981,0
Central America (BP),,1982,0
Central America (BP),,1983,0
Central America (BP),,1984,0
Central America (BP),,1985,0
Central America (BP),,1986,0
Central America (BP),,1987,0
Central America (BP),,1988,0
Central America (BP),,1989,0
Central America (BP),,1990,0
Central America (BP),,1991,0
Central America (BP),,1992,0
Central America (BP),,1993,0
Central America (BP),,1994,0
Central America (BP),,1995,0
Central America (BP),,1996,0
Central America (BP),,1997,0
Central America (BP),,1998,0
Central America (BP),,1999,0
Central America (BP),,2000,0
Central America (BP),,2001,0
Central America (BP),,2002,0
Central America (BP),,2003,0
Central America (BP),,2004,0
Central America (BP),,2005,0.0006353359
Central America (BP),,2006,0.000710761
Central America (BP),,2007,0.00068521954
Central America (BP),,2008,0.00066734594
Central America (BP),,2009,0.0007506652
Central America (BP),,2010,0.0009953044
Central America (BP),,2011,0.0011539281
Central America (BP),,2012,0.0018137476
Central America (BP),,2013,0.002652506
Central America (BP),,2014,0.010850685
Central America (BP),,2015,0.45566437
Central America (BP),,2016,0.85895646
Central America (BP),,2017,1.0312401
Central America (BP),,2018,1.2792969
Central America (BP),,2019,1.5074263
Central America (BP),,2020,1.9129244
Central America (BP),,2021,1.9843658
Chile,CHL,1965,0
Chile,CHL,1966,0
Chile,CHL,1967,0
Chile,CHL,1968,0
Chile,CHL,1969,0
Chile,CHL,1970,0
Chile,CHL,1971,0
Chile,CHL,1972,0
Chile,CHL,1973,0
Chile,CHL,1974,0
Chile,CHL,1975,0
Chile,CHL,1976,0
Chile,CHL,1977,0
Chile,CHL,1978,0
Chile,CHL,1979,0
Chile,CHL,1980,0
Chile,CHL,1981,0
Chile,CHL,1982,0
Chile,CHL,1983,0
Chile,CHL,1984,0
Chile,CHL,1985,0
Chile,CHL,1986,0
Chile,CHL,1987,0
Chile,CHL,1988,0
Chile,CHL,1989,0
Chile,CHL,1990,0
Chile,CHL,1991,0
Chile,CHL,1992,0
Chile,CHL,1993,0
Chile,CHL,1994,0
Chile,CHL,1995,0
Chile,CHL,1996,0
Chile,CHL,1997,0
Chile,CHL,1998,0
Chile,CHL,1999,0
Chile,CHL,2000,0
Chile,CHL,2001,0
Chile,CHL,2002,0
Chile,CHL,2003,0
Chile,CHL,2004,0
